Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
at&t close by	USD	500	0%	0%	High	70	0.69	5.00
at&t promos for existing customers	USD	500	0%	0%	High	94	1.40	3.50
at&t prepaid hotspot refill	USD	500	0%	0%	High	93	0.50	2.67
att unlimited family plan	USD	500	0%	0%	Low	15	1.49	11.62
ofertas en at&t	USD	500	0%	0%	High	100	0.91	4.82
att internet and tv plans	USD	500	0%	0%	Medium	39	2.81	5.83
att unlimited starter	USD	500	0%	0%	Low	19	1.46	10.20
first responder at&t	USD	500	0%	0%	Low	28	1.60	22.47
at&t burner phone	USD	500	0%	0%	High	100	0.13	3.13
att prepaid cost	USD	500	0%	0%	Medium	46	1.37	18.25
pay as you go phone plans at&t	USD	500	900%	900%	Low	18	1.24	16.01
att company discount	USD	500	-90%	-90%	Low	9	3.09	23.89
att at hand	USD	500	-90%	0%	Low	26	5.86	141.23
at&t internet and tv deals	USD	500	0%	0%	Medium	34	2.62	4.45
att prepaid line	USD	500	0%	0%	Medium	52	6.50	37.45
att broadband customer service	USD	500	0%	-90%	Medium	44	0.38	2.56
at&t prepaid pay as you go	USD	500	-90%	-90%	Medium	37	1.65	28.94
at&t internet and tv service	USD	500	0%	0%	Low	9	2.07	6.34
att fiber support number	USD	500	0%	0%	Medium	37	0.43	1.97
att prepaid promotions	USD	500	0%	0%	Medium	52	2.53	15.76
at&t prepaid options	USD	500	-90%	0%	Medium	46	2.18	29.34
at&t customer support phone	USD	500	0%	0%	Medium	46	0.42	1.70
att free phone with new line	USD	500	-90%	0%	High	99	2.53	9.02
at&t prepaid mobile hotspot	USD	500	0%	0%	Medium	64	0.55	11.98
att prepaid plan prices	USD	500	0%	0%	High	69	1.23	12.35
at & t cell	USD	500	0%	0%	Medium	64	2.86	12.01
at&t houston tx	USD	500	0%	-90%	Medium	40	1.94	5.17
att wireless stores	USD	500	0%	0%	High	79	0.75	6.00
at&t stores around me	USD	500	0%	0%	Medium	56	0.55	4.00
att new offers	USD	500	0%	0%	High	100	1.29	7.20
att basic phones	USD	500	0%	0%	High	100	0.62	5.00
unlimited elite att	USD	500	0%	0%	Low	18	1.41	8.56
att service support	USD	500	0%	0%	Medium	41	0.65	2.21
at&t mobile new customer deals	USD	500	0%	900%	High	91	1.40	8.63
at&t internet tv plans	USD	500	0%	0%	Medium	39	2.81	5.83
current at&t phone deals	USD	500	0%	0%	High	100	0.89	4.01
unlimited starter plan at&t	USD	500	0%	0%	Low	25	1.29	9.29
at&t internet & tv services	USD	500	0%	0%	Low	9	2.07	6.34
first responder att discount	USD	500	-90%	0%	Low	29	1.29	18.18
at&t mobile specials	USD	500	0%	0%	High	99	0.85	4.57
at&t locations nearby	USD	500	0%	0%	Low	31	0.56	4.45
att new phones deals	USD	500	-90%	0%	High	100	0.87	5.20
at&t wireless phone deals	USD	500	0%	0%	High	74	1.15	6.00
att prepaid plans unlimited	USD	500	900%	900%	Medium	35	1.37	9.76
att signature discount	USD	500	0%	0%	Low	7	5.71	20.49
at&t hotspot plans prepaid	USD	500	0%	0%	Medium	50	2.76	14.80
at&t authorized dealer near me	USD	500	0%	0%	Medium	52	0.60	3.35
att galaxy	USD	500	0%	0%	High	100	1.00	5.51
att starter	USD	500	0%	0%	Low	5	5.94	44.47
at&t corporate near me	USD	500	0%	0%	Low	33	0.74	4.28
at at wireless	USD	500	0%	0%	Medium	56	3.20	13.48
att online help	USD	500	0%	0%	Low	32	0.20	1.38
at&t wireless mobile	USD	500	-90%	-90%	Medium	60	2.11	7.80
call at&t internet customer service	USD	500	0%	900%	Medium	41	0.97	2.30
att customer support chat	USD	500	0%	0%	Low	27	0.23	1.38
at&t support center	USD	500	0%	900%	Low	8	0.90	1.96
att prepaid smartphones	USD	500	0%	0%	High	100	0.27	6.76
att service help	USD	500	0%	0%	Medium	44	0.37	1.92
att new line offers	USD	500	-90%	0%	High	100	2.00	10.37
att educator discount	USD	500	0%	0%	Low	25	1.95	10.45
at&t corded phones	USD	500	0%	0%	High	99	0.10	0.50
at&t text support	USD	500	0%	0%	Low	4	3.09	15.28
att unlimited extra	USD	500	0%	0%	Low	14	1.48	9.96
at&t customer service support	USD	500	0%	0%	Low	19	0.51	1.50
at&t wifi bundle	USD	500	0%	0%	Low	23	3.30	17.68
att retailer near me	USD	500	-90%	-90%	High	72	0.64	6.00
at&t retailer	USD	500	0%	0%	Medium	47	0.91	6.00
phones at at&t stores	USD	500	-90%	0%	High	100	1.40	11.92
contact us att	USD	500	0%	0%	Low	28	0.61	1.12
at&t live support	USD	500	0%	900%	Low	30	0.65	1.47
att tv and internet packages	USD	500	0%	0%	Low	31	1.46	4.20
at&t cellular promotions	USD	500	-90%	0%	High	100	1.70	5.48
att medical discount	USD	500	0%	0%	Low	12	2.00	11.44
at&t available phones	USD	500	-90%	0%	High	76	1.13	3.69
at&t wireless prepaid phones	USD	500	0%	0%	Medium	61	2.93	23.44
att next up program	USD	500	0%	0%	Low	19	3.38	10.73
att tv bundle	USD	500	0%	-90%	Medium	36	1.13	4.00
at&t phone systems	USD	500	-90%	-90%	High	100	0.73	9.03
att wifi cable	USD	500	0%	0%	Medium	47	2.98	10.26
closest at&t to my location	USD	500	0%	0%	Medium	45	0.64	3.25
email at&t customer service	USD	500	0%	0%	Low	4	0.91	3.40
at at phone	USD	500	-90%	-90%	High	99	1.55	8.50
at&t prepaid plans with hotspot	USD	500	0%	900%	Medium	43	4.50	17.27
att business unlimited	USD	500	-90%	0%	Low	32	5.52	86.35
at&t customer chat	USD	500	0%	0%	Low	30	0.25	1.38
call att help	USD	500	0%	0%	Medium	41	0.69	1.70
numero de at&t servicio al cliente	USD	500	0%	0%	Medium	47	0.49	1.32
at&t stores close to me	USD	500	0%	0%	Medium	49	0.58	3.00
att servicio al cliente usa	USD	500	0%	0%	Medium	40	0.44	1.30
att signature	USD	500	0%	0%	Low	13	4.41	15.16
at&t new line promotion	USD	500	0%	0%	High	100	2.67	13.59
contact at&t internet customer service	USD	500	0%	900%	Medium	41	0.97	2.30
at and t unlimited plans	USD	500	0%	0%	High	73	1.77	11.02
at&t wireless internet customer service	USD	500	0%	0%	Low	3	1.96	6.19
at&t prepaid cellular	USD	500	-90%	-90%	Medium	55	1.75	18.17
at&t prepaid sim plans	USD	500	0%	0%	Low	21	5.09	20.45
att iphone purchase	USD	500	0%	0%	High	99	0.77	11.98
at&t cable internet packages	USD	500	0%	0%	Medium	49	2.31	6.76
at&t eptt	USD	500	0%	0%	Low	4	1.59	14.44
at&t prepaid android phones	USD	500	0%	0%	High	100	0.15	2.91
att prepaid 12 month plan	USD	500	0%	900%	Low	10	3.62	25.11
at&t company store	USD	500	0%	0%	Medium	57	1.05	5.09
free at&t cell phones	USD	500	0%	0%	High	100	0.91	4.82
at&t tv & internet packages	USD	500	0%	0%	Low	31	1.46	4.20
at&t phone deals right now	USD	500	0%	900%	High	100	0.97	5.54
att wireless pay as you go	USD	500	0%	0%	Medium	61	2.93	23.44
at&t w	USD	500	-90%	0%	Low	24	1.72	12.16
phones at and t	USD	500	0%	0%	High	77	0.88	4.32
at&t wireless cell phones	USD	500	-90%	-90%	Medium	60	2.11	7.80
att memorial day sale	USD	500	0%	0%	High	100		
att next plan	USD	500	0%	0%	Medium	36	3.33	9.47
servicio al cliente de att	USD	500	-90%	0%	Medium	43	0.33	1.17
at&t starter plans	USD	500	0%	0%	Medium	40	1.23	10.20
at&t cell phone deals for new customers	USD	500	0%	900%	High	86	1.41	7.10
att veterans	USD	500	0%	0%	Medium	35	1.50	15.41
att prepaid cell	USD	500	-90%	-90%	Medium	55	1.75	18.17
at&t pay as u go plans	USD	500	-90%	0%	Medium	61	2.04	17.06
unlimited starter att	USD	500	-90%	-90%	Low	28	1.28	13.09
at&t starter	USD	500	0%	0%	Low	5	5.94	44.47
at&t fiber contact number	USD	500	0%	0%	Medium	54	1.39	8.00
at&t internet tv packages	USD	500	0%	0%	Medium	34	2.62	4.45
att extra plan	USD	500	-90%	-90%	Low	21	1.29	6.04
art phones	USD	500	0%	0%	High	81	0.27	5.22
att store deals	USD	500	0%	0%	High	100	1.86	11.31
at&t prepaid store near me	USD	500	0%	900%	Medium	52	0.91	17.82
att call help	USD	500	0%	0%	Medium	41	0.69	1.70
att wireless military discount	USD	500	0%	0%	Low	18	1.94	21.76
ofertas de att celulares	USD	500	-90%	-90%	High	99	0.80	2.53
at&t prepaid wifi hotspot	USD	500	0%	900%	Medium	58	0.33	9.81
local at&t office	USD	500	0%	0%	Medium	60	1.22	3.59
att authorized dealer near me	USD	500	0%	0%	Medium	52	0.60	3.35
att support hours	USD	500	0%	0%	Low	17	1.20	2.35
att shops near me	USD	500	0%	0%	High	88	0.54	4.37
netbond	USD	500	0%	0%	Low	9	10.25	71.36
att teacher discount verification	USD	500	0%	900%	Low	20	1.34	6.79
at&t stores by me	USD	500	0%	0%	Medium	42	0.46	3.00
att doctor discount	USD	500	0%	0%	Low	9	7.05	20.70
at&t tv internet packages	USD	500	0%	0%	Low	31	1.46	4.20
at&t prepaid mobile hotspot plans	USD	500	0%	0%	Low	16	2.57	16.17
at&t military phone plans	USD	500	0%	0%	Low	16	1.66	15.13
at&t mobile pay as you go	USD	500	0%	0%	Medium	65	3.89	30.83
at&t yearly plan	USD	500	0%	0%	Medium	65	3.13	16.18
buy a phone from at&t	USD	500	0%	0%	High	100	2.20	27.72
unlimited elite	USD	500	-90%	-90%	Low	19	1.78	9.70
att work discount	USD	500	0%	0%	Low	6	3.10	13.64
att free phone offer	USD	500	0%	900%	High	97	0.84	4.80
at&t unlimited cell phone plans	USD	500	-90%	-90%	Low	27	1.21	11.18
nearest at&t office	USD	500	0%	0%	Medium	51	0.57	5.00
4 lines att	USD	500	0%	0%	Medium	58	1.52	8.50
att unlimited plan cost	USD	500	0%	0%	Medium	39	1.01	9.14
at&t stores near me hours	USD	500	0%	0%	Low	20	0.64	1.89
unlimited elite plan at&t	USD	500	0%	900%	Low	16	1.10	5.76
at&t kennewick	USD	500	0%	0%	Low	32	1.60	4.25
att fan discount	USD	500	0%	0%	Low	3	2.13	30.54
at&t plans free phones	USD	500	0%	900%	High	94	1.36	6.51
att prepaid phones near me	USD	500	0%	0%	High	100	0.28	6.63
at&t internet store	USD	500	0%	0%	Low	27	0.95	7.34
at&t prepaid store	USD	500	0%	900%	Low	30	1.75	17.84
at&t connected communities	USD	500	0%	0%	Low	15	3.00	10.00
at&t next	USD	500	0%	0%	Medium	53	3.54	11.83
at&t outlets	USD	500	-90%	0%	High	76	1.91	5.95
prepaid at&t wireless	USD	500	0%	0%	Medium	61	2.93	23.44
samsung galaxy phones at at&t	USD	500	0%	0%	High	100	0.52	4.21
at&t centers near me	USD	500	0%	0%	Low	25	0.85	4.42
my att customer service number	USD	500	900%	900%	Low	23	0.49	2.08
at&t new customer deals cell phone	USD	500	0%	900%	High	86	1.41	7.10
at&t phone deals near me	USD	500	-90%	0%	High	98	1.41	6.56
at&t login customer service	USD	500	0%	900%	Low	16	1.03	4.28
signature discount att	USD	500	0%	0%	Low	5	12.50	23.58
unlimited starter	USD	500	0%	0%	Medium	43	2.12	12.18
att service hours	USD	500	0%	0%	Low	32	1.21	4.10
at&t prepaid plans online	USD	500	-99%	0%	Low	24		
att annual plan	USD	500	0%	900%	Medium	63	2.96	15.13
at&t stores near here	USD	500	-90%	-90%	Medium	41	0.44	3.50
att wireless teacher discount	USD	500	-90%	0%	Low	16	3.13	18.23
at&t free phone promotion	USD	500	0%	900%	High	87	1.12	4.88
at&t kennewick wa	USD	500	0%	900%	Medium	46	1.50	3.49
att iphone installment plan	USD	500	-90%	0%	Medium	52	3.50	12.09
at&t cell phones samsung	USD	500	0%	-90%	High	100	0.49	2.21
att hotspot sim card	USD	500	-90%	0%	High	96	1.10	8.74
att unlimited plan price	USD	500	0%	0%	Medium	39	1.01	9.14
at&t prepaid telephone	USD	500	0%	0%	High	94	0.27	4.39
at&t internet store near me	USD	500	0%	0%	Medium	38	0.58	5.18
att unlimited plus multi line	USD	500	0%	0%	Low	2	1.85	12.97
att customer service text	USD	500	0%	0%	Low	22	0.29	1.28
att family plan unlimited data	USD	500	0%	0%	Low	19	1.26	9.40
nurse discount att	USD	500	0%	0%	Low	8	8.67	27.09
att tv internet deals	USD	500	0%	0%	Low	31	1.46	4.20
at&t packages tv and internet	USD	500	0%	0%	Medium	34	2.62	4.45
att prepaid tablet plans	USD	500	-90%	0%	Low	15	3.85	14.68
at&t branches near me	USD	500	0%	900%	Medium	37	1.03	3.69
att phones apple	USD	500	0%	0%	High	100	0.77	5.15
call att for help	USD	500	0%	0%	Medium	41	0.69	1.70
at&t mobile promotion	USD	500	-90%	0%	High	98	1.02	6.00
authorized at&t stores near me	USD	500	0%	0%	Medium	47	0.54	2.50
at&t fiber internet and tv bundles	USD	500	-90%	0%	Low	1		
at&t kiosk near me	USD	500	0%	0%	Medium	36	0.67	5.00
at&t stores near my location	USD	500	0%	0%	Medium	38	0.51	2.50
at&t and iphone	USD	500	0%	0%	High	100	0.70	4.56
att prepaid go phones	USD	500	0%	900%	Medium	41	1.22	15.00
at&t next up phone upgrade feature	USD	500	0%	0%	Low	21	1.12	12.21
at&t u verse tv and internet packages	USD	500	0%	0%	Low	31	1.46	4.20
att signature program benefits	USD	500	-90%	0%	Low	5		
at&t prepaid mobile phone plans	USD	500	0%	900%	Low	0		
closest at&t office	USD	500	0%	0%	Medium	51	0.57	5.00
at&t mobile phone promotions	USD	500	-90%	0%	High	98	1.02	6.00
att unlimited max	USD	500	0%	0%	Medium	35	1.83	9.49
at&t owned stores near me	USD	500	0%	0%	Medium	46	0.80	3.11
closest at&t store to my location	USD	500	0%	0%	Medium	38	0.45	2.98
att official store	USD	500	0%	0%	Medium	60	1.16	5.00
at&t store iphone	USD	500	0%	0%	High	100	0.70	5.06
at&t recharge plan	USD	500	0%	-90%	High	100	0.76	2.03
att 4 lines deal	USD	500	0%	900%	High	95	1.48	7.79
nearest at&t phone store	USD	500	0%	0%	High	68	0.39	2.50
at&t store number	USD	500	0%	0%	Low	23	0.45	4.84
instant on at&t	USD	500	0%	-90%	Low	30	3.21	51.03
family plan at&t unlimited data	USD	500	0%	0%	Low	19	1.26	9.40
at&t mobile free phones	USD	500	0%	0%	High	100	0.91	4.82
at&t phones prepaid phones	USD	500	0%	0%	High	94	0.27	4.39
at&t mobile hotspot plans prepaid	USD	500	0%	0%	Low	16	2.57	16.17
samsung android phones at&t	USD	500	0%	0%	High	99	0.18	1.88
att prepaid hotspot device	USD	500	-90%	0%	High	90	0.26	7.60
at&t next program	USD	500	0%	0%	Medium	36	3.33	9.47
at&t account customer service	USD	500	0%	0%	Medium	36	0.95	4.24
at&t cost for unlimited data plan	USD	500	0%	0%	Medium	35	0.91	8.73
att open on sunday	USD	500	0%	0%	Low	19	2.00	4.47
closest at&t store near me	USD	500	0%	900%	Medium	38	0.45	3.00
customer service phone at&t	USD	500	0%	0%	Medium	42	0.60	3.44
att phone payment plans	USD	500	-90%	0%	Medium	59	2.33	7.09
at&t offers cell phones	USD	500	0%	0%	High	98	1.09	6.44
at&t cell stores near me	USD	500	-90%	-90%	High	87	0.55	3.84
at&t mobile stores	USD	500	0%	-90%	High	79	0.50	4.46
at&t customer support email	USD	500	0%	0%	Low	3		
at&t phone customer	USD	500	0%	900%	Medium	56	1.00	2.75
at&t prepaid hotspot login	USD	500	0%	0%	Low	0		
at&t small phones	USD	500	0%	0%	High	100	0.38	3.85
at&t prepaid mobile hotspot device	USD	500	-90%	0%	High	90	0.26	7.60
at&t unlimited data plan cost	USD	500	0%	0%	Medium	35	0.91	8.73
at&t phone shop near me	USD	500	-90%	0%	High	76		
at&t unlimited elite plan price	USD	500	-90%	-90%	Low	13	1.00	3.09
find at&t store near me	USD	500	0%	0%	Medium	40	0.59	3.60
find att store	USD	500	0%	0%	Medium	35	0.51	13.23
att unlimited price	USD	500	0%	-90%	Medium	46	1.17	9.35
at&t com customer service number	USD	500	0%	0%	Medium	41	0.53	2.20
att in puerto rico	USD	500	0%	0%	Low	4		
at&t and t customer service number	USD	500	-90%	0%	Medium	43	0.32	1.50
at&t 4 lines unlimited	USD	500	-90%	-90%	Medium	42	1.11	6.04
local at&t stores near me	USD	500	0%	0%	High	68	0.42	4.08
at&t authorized retailers near me	USD	500	0%	0%	Medium	58	0.72	3.54
official at&t store near me	USD	500	0%	0%	Medium	57	0.72	3.44
att unlimited cost	USD	500	0%	-90%	Medium	46	1.17	9.35
closest at&t phone store	USD	500	0%	0%	High	68	0.39	2.50
at&t internet of things	USD	500	0%	-90%	Medium	38	8.57	291.91
at&t unlimited data plan price	USD	500	0%	0%	Medium	35	0.91	8.73
price for at&t unlimited data plan	USD	500	0%	0%	Medium	35	0.91	8.73
att add a line promotions	USD	500	0%	900%	High	84	2.25	10.99
at&t phone locations	USD	500	0%	0%	Medium	53	1.68	3.15
att cell phone stores	USD	500	0%	-90%	High	79	0.50	4.46
at&t phone installment plan	USD	500	-90%	0%	Low	25	2.66	16.00
at & t next	USD	500	0%	0%	Medium	53	3.54	11.83
at t next	USD	500	0%	0%	Medium	53	3.54	11.83
at&t and samsung	USD	500	0%	-90%	High	100	1.22	7.39
at&t at&t store near me	USD	500	0%	0%	Medium	49	0.58	3.00
at&t bundles tv internet phone	USD	500	0%	0%	Low	32	1.10	3.29
at&t cell phone locations	USD	500	0%	-90%	High	79	0.50	4.46
at&t closing time	USD	500	0%	0%	Low	13	2.10	7.07
at&t complaint customer service	USD	500	0%	0%	Low	9	1.15	2.16
at&t customer service locations	USD	500	-90%	0%	Low	7	1.28	3.00
at&t customer store near me	USD	500	-90%	0%	High	100	0.36	2.50
at&t factory store near me	USD	500	0%	900%	High	72	0.54	1.37
at&t gsms	USD	500	0%	-90%	Low	11	5.79	34.05
at&t headquarters near me	USD	500	900%	900%	Low	15		
at&t how much is unlimited data	USD	500	0%	0%	Low	32	1.08	9.85
at&t job discount	USD	500	0%	0%	Low	6	3.10	13.64
at&t main store near me	USD	500	0%	900%	Medium	46	0.62	2.48
at&t mobile hotspot pay as you go	USD	500	0%	0%	Medium	64	0.55	11.98
at&t mobility cell phone	USD	500	-90%	-90%	Medium	60	2.11	7.80
at&t next up charge	USD	500	0%	-90%	Low	3		
at&t official store near me	USD	500	0%	900%	Medium	59	0.57	2.50
at&t opening hours	USD	500	0%	0%	Low	21	1.67	6.60
at&t prepaid hotspot data plans	USD	500	0%	900%	Low	10	2.66	14.06
at&t prepaid wireless hotspot	USD	500	0%	0%	Medium	64	0.55	11.98
at&t retail store locations	USD	500	0%	-90%	Low	24	0.38	1.90
at&t store close by me	USD	500	0%	0%	Medium	49	0.58	3.00
at&t store corporate near me	USD	500	0%	900%	Low	17	0.87	5.63
at&t store hours today	USD	500	0%	0%	Low	15	0.53	1.59
at&t store location near me	USD	500	0%	0%	Medium	33	0.47	4.00
at&t store locator by zip code	USD	500	0%	900%	Low	21	0.59	6.00
at&t store near me open	USD	500	0%	0%	Medium	46	0.49	3.77
at&t store open now	USD	500	0%	0%	Medium	57	0.58	5.00
at&t store open sunday	USD	500	-90%	-90%	Low	21	1.36	4.04
at&t store store near me	USD	500	0%	0%	Medium	38	0.58	5.18
at&t stores open today	USD	500	0%	900%	Medium	57	1.21	3.86
at&t unlimited 4 lines	USD	500	-90%	-90%	Medium	42	1.11	6.04
at&t unlimited elite wireless plan	USD	500	0%	0%	Low	1		
at7t stores near me	USD	500	0%	0%	Medium	56	1.25	10.50
att byod deals	USD	500	0%	900%	Low	19	6.00	37.70
att closest store	USD	500	0%	0%	Medium	44	0.52	3.52
att job discounts	USD	500	0%	0%	Low	6	3.10	13.64
att main store	USD	500	0%	0%	Medium	44	0.82	6.06
att next up sm phone upgrade feature	USD	500	0%	0%	Low	9	2.32	28.42
att open now	USD	500	0%	0%	Medium	53	1.01	6.53
att port protection	USD	500	0%	900%	Low	5		
att retail locations	USD	500	0%	-90%	Low	24	0.38	1.90
att store me	USD	500	0%	0%	Medium	42	0.46	3.00
att unlimited 2 lines	USD	500	0%	0%	Medium	51	1.36	8.39
closest att store near me	USD	500	0%	900%	Medium	38	0.45	3.00
corporate owned at&t store near me	USD	500	0%	900%	Low	27	0.59	1.74
directions to the nearest at&t store	USD	500	900%	900%	Low	17	0.69	3.54
find an at&t store	USD	500	0%	0%	Medium	35	0.51	13.23
nearest at&t shop	USD	500	0%	0%	Medium	44	0.52	3.52
nurse att	USD	500	0%	0%	Low	5	3.00	23.79
signature att	USD	500	0%	0%	Low	13	4.41	15.16
the closest at&t store to me	USD	500	0%	0%	Medium	42	0.52	3.93
the nearest at&t store near me	USD	500	0%	0%	Medium	36	0.58	4.67
the nearest at&t store to me	USD	500	0%	0%	Medium	42	0.52	3.93
the nearest att store	USD	500	0%	0%	Medium	44	0.56	4.00
unlimited plus multi line att	USD	500	0%	0%	Low	2	1.85	12.97
unlimited svc	USD	500	0%	0%	Low	2	5.52	10.89
at&t internet air plans	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air availability by address	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air pricing	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air setup process	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air speed test	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air upload speed	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air for gaming	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air for streaming	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air no contract	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air equipment fee	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air unlimited data	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air customer reviews	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air latency	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air vs cable	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air vs fiber	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air in my area	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air for rural areas	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air installation time	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air signal strength	USD	500	0%	0%	Medium	45	2.00	12.00
at&t internet air modem and gateway	USD	500	0%	0%	Medium	45	2.00	12.00
att internet air plans for home	USD	500	0%	0%	Medium	45	2.00	12.00
att internet air business plan	USD	500	0%	0%	Medium	45	2.00	12.00
att internet air outage	USD	500	0%	0%	Medium	45	2.00	12.00
att internet air check availability	USD	500	0%	0%	Medium	45	2.00	12.00
att internet air price for new customers	USD	500	0%	0%	Medium	45	2.00	12.00
