Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)
new apple watch verizon	USD	500	0%	0%	High	99	0.65	4.66
disney plus with verizon	USD	500	0%	0%	Low	11	2.00	2.00
fios plans internet only	USD	500	0%	0%	Low	5	3.31	28.69
verizon phone trade in instructions	USD	500	0%	0%	Low	1		
lte verizon	USD	500	0%	0%	Low	7	3.62	33.84
verizon trade in estimate	USD	500	0%	0%	Low	11	6.00	78.98
fios extreme hd tv	USD	500	0%	-90%	Low	10	3.86	10.45
verizon tv internet and phone	USD	500	0%	-90%	Medium	38	3.46	21.11
verizon fios internet and phone	USD	500	-90%	-90%	Low	20	3.03	21.92
cost of verizon internet per month	USD	500	0%	900%	Low	23	2.09	10.47
fios gig internet	USD	500	0%	900%	Low	6	6.01	21.16
verizon fios wifi cost	USD	500	0%	0%	Low	30	4.28	36.87
verizon pay as you go phone plans	USD	500	0%	0%	High	75	2.17	6.74
pink gizmo watch	USD	500	0%	0%	High	84	0.93	4.28
fios cable cost	USD	500	0%	-90%	Low	25	11.48	20.16
verizon internet and cable tv packages	USD	500	0%	0%	Low	33	2.71	21.59
fios internet phone bundle	USD	500	0%	0%	Low	9	3.00	18.31
fios just internet price	USD	500	-90%	-90%	Low	33	7.00	23.93
verizon tv and phone	USD	500	0%	0%	Low	10	1.89	12.40
more fios tv package	USD	500	0%	0%	Low	20	6.07	11.91
verizon internet cable bundle	USD	500	0%	0%	Low	33	2.71	21.59
your fios tv package	USD	500	0%	0%	Low	13	6.63	13.13
verizon business rates	USD	500	-90%	-90%	Medium	47	8.57	218.87
verizon samsung smartphones	USD	500	0%	0%	High	100	0.25	3.00
verizon phone internet tv bundle	USD	500	0%	0%	Low	26	5.26	18.31
5 lines verizon	USD	500	0%	0%	Low	18	2.87	11.06
verizon tv phone internet	USD	500	0%	-90%	Medium	38	3.46	21.11
fios cable prices	USD	500	0%	-90%	Low	25	11.48	20.16
verizon fios tv cost	USD	500	0%	0%	Low	18	8.89	16.07
fios tv offers	USD	500	0%	0%	Low	9	3.94	15.42
verizon pay as u go plans	USD	500	0%	0%	High	75	2.17	6.74
verizon internet rural	USD	500	0%	0%	Medium	35	1.50	7.37
verizon fios internet only cost	USD	500	-90%	-90%	Low	33	7.00	23.93
verizon phone purchase	USD	500	0%	0%	High	80	1.57	49.19
verizon fiberoptic	USD	500	0%	0%	Low	29	3.74	28.55
verizon pay as you go data	USD	500	0%	-90%	High	85	3.32	7.50
trade in ipad verizon	USD	500	0%	0%	Low	6	0.01	2.81
verizon fios internet tv	USD	500	0%	0%	Low	29	2.50	14.95
cellphone verizon	USD	500	0%	0%	High	100	2.00	47.45
celulares en verizon	USD	500	0%	0%	High	100	1.22	6.10
apple music through verizon	USD	500	0%	0%	Low	9	2.00	2.00
unlimited talk text and data verizon	USD	500	-90%	0%	Medium	39	2.11	15.83
two lines verizon unlimited	USD	500	0%	0%	Medium	38	3.00	28.35
verizon fios cable prices	USD	500	0%	-90%	Low	25	11.48	20.16
prepaid verizon data plans	USD	500	0%	0%	Medium	49	2.56	6.50
fios ultimate hd	USD	500	0%	-90%	Low	12	5.68	9.20
verizon trade in my phone	USD	500	0%	0%	Medium	55	2.00	5.75
verizon fios tv channel packages	USD	500	0%	0%	Low	1	6.46	14.89
fios package prices	USD	500	0%	0%	Low	26	8.75	23.08
verizon contractless plans	USD	500	0%	0%	Medium	53	2.00	5.56
cost of gizmo watch	USD	500	0%	0%	Medium	58	0.23	2.39
verizon teacher	USD	500	0%	0%	Low	16	2.00	6.88
verizon phone turn in	USD	500	-90%	-90%	Low	28	2.00	40.75
verizon and disney plus	USD	500	0%	0%	Low	9	2.00	2.00
fios tv subscription	USD	500	0%	900%	Low	3	4.53	13.00
current phone deals at verizon	USD	500	0%	0%	Medium	53	5.49	24.59
newest galaxy phone verizon	USD	500	0%	0%	High	100	0.66	3.00
verizon phone bundle	USD	500	0%	900%	Low	23	3.81	86.83
trade in your phone verizon	USD	500	0%	0%	Medium	55	2.00	5.75
teacher discount verizon fios	USD	500	0%	0%	Low	18	2.00	17.06
verizon fios wifi price	USD	500	0%	0%	Low	30	4.28	36.87
verizon trade in kit	USD	500	0%	0%	Low	0		
verizon internet plans only	USD	500	0%	0%	Low	12	2.63	9.21
verizon fios internet costs	USD	500	0%	0%	Low	14	7.00	18.31
verizon prepaid prices	USD	500	0%	0%	Medium	47	2.00	6.50
fios internet and phone only	USD	500	0%	0%	Low	6		
verizon tv deal	USD	500	0%	0%	Low	17	4.00	17.19
verizon buy a new phone	USD	500	0%	0%	High	68	2.50	85.10
verizon internet sign in	USD	500	0%	0%	Low	1		
fios cable tv packages	USD	500	0%	0%	Low	21	3.29	17.67
verizon tablet trade in	USD	500	-90%	0%	Low	3		
verizon pay plans	USD	500	0%	0%	Low	29	2.54	43.94
verizon cyber security jobs	USD	500	0%	-90%	Low	14	0.64	12.53
verizon cable login	USD	500	0%	0%	Low	1		
new verizon prepaid phones	USD	500	0%	900%	High	99	0.14	2.50
verizon fios cable cost	USD	500	0%	-90%	Low	25	11.48	20.16
verizon field force manager	USD	500	0%	-90%	Low	8	5.77	7.90
fios bundle with cell phone	USD	500	0%	-90%	Low	21	10.13	19.10
verizon trade in value iphone	USD	500	0%	0%	Low	6	2.19	11.42
verizon fios cell phone bundle	USD	500	0%	-90%	Low	21	10.13	19.10
verizon business unlimited start	USD	500	-90%	0%	Low	14	25.00	93.80
newest apple watch verizon	USD	500	0%	0%	High	99	0.65	4.66
verizon new phone trade in	USD	500	-90%	-90%	High	82	2.00	17.11
moto verizon	USD	500	0%	0%	High	96	1.45	17.94
fios tv provider	USD	500	0%	900%	Low	0		
verizon business plan cost	USD	500	0%	0%	Medium	53	6.01	126.27
verizon trade in tool	USD	500	0%	900%	Low	1	5.50	54.49
verizon deals for students	USD	500	0%	-90%	Medium	49	4.00	21.89
verizon fios tv price	USD	500	0%	0%	Low	18	8.89	16.07
verizon human resources	USD	500	0%	0%	Low	0		
sign up verizon prepaid	USD	500	0%	0%	Low	23	2.71	13.72
galaxy tab verizon	USD	500	-90%	-90%	High	91	0.51	4.70
newest ipad verizon	USD	500	0%	0%	High	100	0.46	2.00
verizon prepaid sim card plans	USD	500	900%	900%	Low	20	1.83	8.09
verizon fios internet speed plans	USD	500	0%	0%	Low	5	16.68	24.37
cost of phones at verizon	USD	500	0%	0%	High	80	2.00	14.90
verizon internet and home phone bundle	USD	500	-90%	-90%	Low	26	4.00	18.31
order phone verizon	USD	500	0%	0%	High	98	4.79	235.90
rural verizon internet	USD	500	0%	0%	Medium	35	1.50	7.37
verizon fios tv provider	USD	500	0%	900%	Low	0		
verizon byod discount	USD	500	0%	900%	Low	8	3.52	10.15
smart watch gizmo	USD	500	0%	0%	High	95	0.39	2.69
verizon iphone buy back	USD	500	-90%	-90%	Medium	64	1.37	6.96
ipad cost verizon	USD	500	0%	0%	High	92	0.41	2.00
basic verizon cable	USD	500	0%	0%	Low	27	8.04	14.06
cost of verizon prepaid plans	USD	500	0%	0%	Medium	47	2.00	6.50
verizon fios internet login	USD	500	0%	0%	Low	1		
verizon fios tv packages prices	USD	500	0%	0%	Low	22	8.75	13.86
trading in old phone verizon	USD	500	0%	0%	Low	8	2.00	4.00
verizon fios and phone	USD	500	0%	0%	Low	21	2.34	11.04
verizon prepaid specials	USD	500	0%	0%	High	69	0.40	5.38
verizon app login	USD	500	0%	0%	Low	2		
verizon trade in page	USD	500	-90%	0%	Low	5	2.00	6.00
log into fios	USD	500	-90%	-90%	Low	0		
gizmo watch pink	USD	500	0%	0%	High	84	0.93	4.28
verizon trade in tablet	USD	500	-90%	0%	Low	3		
verizon cheap prepaid phones	USD	500	0%	0%	High	100	0.11	3.75
data breach investigations report verizon	USD	500	0%	0%	Low	24	4.83	26.51
verizon fios internet cable package	USD	500	0%	0%	Low	18	3.15	27.55
log into verizon account	USD	500	0%	0%	Low	2		
verizon prepaid international calling	USD	500	0%	-90%	Low	3		
verizon iphone prepaid plans	USD	500	0%	900%	Low	25		
verizon phone trade in program	USD	500	900%	0%	Low	5		
verizon device recycle	USD	500	0%	0%	Low	3	1.14	3.17
verizon desktop website	USD	500	0%	-90%	Low	23	35.23	57.45
prepaid unlimited verizon	USD	500	0%	0%	Medium	59	3.63	8.00
fios my account	USD	500	0%	0%	Low	1		
verizon 5g smartphone	USD	500	9900%	900%	Low	1		
verizon fios pricing internet only	USD	500	-90%	-90%	Low	33	7.00	23.93
prepaid android phone verizon	USD	500	0%	0%	High	100	0.11	4.38
cell phones available at verizon	USD	500	0%	0%	High	74	2.50	67.51
verizon prepaid 15gb plan	USD	500	0%	900%	Low	0		
trading phones verizon	USD	500	0%	0%	High	80	2.00	4.67
verizon trade my phone	USD	500	0%	0%	Medium	55	2.00	5.75
turn in verizon phone	USD	500	-90%	-90%	Low	28	2.00	40.75
verizon prepaid plans prices	USD	500	900%	900%	Medium	64	1.37	5.63
verizon secure login	USD	500	0%	0%	Low	0		
prepaid data plans verizon	USD	500	0%	0%	Medium	49	2.56	6.50
2 unlimited lines verizon	USD	500	0%	0%	Medium	38	3.00	28.35
verizon free disney+	USD	500	-90%	0%	Low	0		
track verizon trade in	USD	500	0%	0%	Low	0		
verizon prepaid plans $30	USD	500	-100%	-100%	Unknown			
cost of verizon cloud	USD	500	-90%	0%	Low	1		
disneyplus through verizon	USD	500	0%	0%	Low	12	2.00	2.00
hr verizon	USD	500	0%	0%	Low	0		
my fios account login	USD	500	0%	0%	Low	1		
trade in iphone verizon instructions	USD	500	-90%	0%	Low	0		
verizon cloud prices	USD	500	-90%	0%	Low	1		
verizon fios bundle specials	USD	500	0%	0%	Low	19	3.56	20.40
verizon fios home login	USD	500	0%	0%	Low	1		
verizon fios my account login	USD	500	0%	0%	Low	1		
verizon fios residential login	USD	500	-90%	-90%	Low	0		
verizon login by phone number	USD	500	0%	0%	Low	3	0.01	0.05
verizon login desktop	USD	500	0%	0%	Low	0		
verizon my fios account	USD	500	0%	0%	Low	1		
verizon personal account login	USD	500	-90%	-90%	Low	2		
